transaction_id,account_id,booking_date,amount,currency,direction,counterparty,source_system
TX-00457,ACC-016,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0457,AlpineBank Legacy Finance
TX-00458,ACC-017,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0458,AlpineBank Legacy Finance
TX-00459,ACC-001,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0459,AlpineBank Legacy Finance
TX-00460,ACC-002,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0460,AlpineBank Legacy Finance
TX-00461,ACC-003,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0461,AlpineBank Legacy Finance
TX-00462,ACC-004,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0462,AlpineBank Legacy Finance
TX-00463,ACC-005,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0463,AlpineBank Legacy Finance
TX-00464,ACC-006,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0464,AlpineBank Legacy Finance
TX-00465,ACC-007,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0465,AlpineBank Legacy Finance
TX-00466,ACC-008,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0466,AlpineBank Legacy Finance
TX-00467,ACC-009,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0467,AlpineBank Legacy Finance
TX-00468,ACC-010,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0468,AlpineBank Legacy Finance
TX-00469,ACC-011,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0469,AlpineBank Legacy Finance
TX-00470,ACC-012,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0470,AlpineBank Legacy Finance
TX-00471,ACC-013,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0471,AlpineBank Legacy Finance
TX-00472,ACC-014,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0472,AlpineBank Legacy Finance
TX-00473,ACC-015,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0473,AlpineBank Legacy Finance
TX-00474,ACC-016,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0474,AlpineBank Legacy Finance
TX-00475,ACC-017,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0475,AlpineBank Legacy Finance
TX-00476,ACC-001,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0476,AlpineBank Legacy Finance
TX-00477,ACC-002,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0477,AlpineBank Legacy Finance
TX-00478,ACC-003,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0478,AlpineBank Legacy Finance
TX-00479,ACC-004,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0479,AlpineBank Legacy Finance
TX-00480,ACC-005,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0480,AlpineBank Legacy Finance
TX-00481,ACC-006,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0481,AlpineBank Legacy Finance
TX-00482,ACC-007,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0482,AlpineBank Legacy Finance
TX-00483,ACC-008,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0483,AlpineBank Legacy Finance
TX-00484,ACC-009,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0484,AlpineBank Legacy Finance
TX-00485,ACC-010,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0485,AlpineBank Legacy Finance
TX-00486,ACC-011,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0486,AlpineBank Legacy Finance
TX-00487,ACC-012,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0487,AlpineBank Legacy Finance
TX-00488,ACC-013,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0488,AlpineBank Legacy Finance
TX-00489,ACC-014,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0489,AlpineBank Legacy Finance
TX-00490,ACC-015,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0490,AlpineBank Legacy Finance
TX-00491,ACC-016,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0491,AlpineBank Legacy Finance
TX-00492,ACC-017,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0492,AlpineBank Legacy Finance
TX-00493,ACC-001,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0493,AlpineBank Legacy Finance
TX-00494,ACC-002,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0494,AlpineBank Legacy Finance
TX-00495,ACC-003,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0495,AlpineBank Legacy Finance
TX-00496,ACC-004,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0496,AlpineBank Legacy Finance
TX-00497,ACC-005,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0497,AlpineBank Legacy Finance
TX-00498,ACC-006,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0498,AlpineBank Legacy Finance
TX-00499,ACC-007,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0499,AlpineBank Legacy Finance
TX-00500,ACC-008,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0500,AlpineBank Legacy Finance
TX-00501,ACC-009,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0501,AlpineBank Legacy Finance
TX-00502,ACC-010,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0502,AlpineBank Legacy Finance
TX-00503,ACC-011,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0503,AlpineBank Legacy Finance
TX-00504,ACC-012,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0504,AlpineBank Legacy Finance
TX-00505,ACC-013,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0505,AlpineBank Legacy Finance
TX-00506,ACC-014,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0506,AlpineBank Legacy Finance
TX-00507,ACC-015,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0507,AlpineBank Legacy Finance
TX-00508,ACC-016,2026-09-05,200.00,EUR,CREDIT,Synthetic Counterparty 0508,AlpineBank Legacy Finance
TX-00509,ACC-017,2026-09-05,23800.00,EUR,CREDIT,Synthetic Counterparty 0509,AlpineBank Legacy Finance
TX-00510,ACC-001,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0510,AlpineBank Legacy Finance
TX-00511,ACC-002,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0511,AlpineBank Legacy Finance
TX-00512,ACC-003,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0512,AlpineBank Legacy Finance
TX-00513,ACC-004,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0513,AlpineBank Legacy Finance
TX-00514,ACC-005,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0514,AlpineBank Legacy Finance
TX-00515,ACC-006,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0515,AlpineBank Legacy Finance
TX-00516,ACC-007,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0516,AlpineBank Legacy Finance
TX-00517,ACC-008,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0517,AlpineBank Legacy Finance
TX-00518,ACC-009,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0518,AlpineBank Legacy Finance
TX-00519,ACC-010,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0519,AlpineBank Legacy Finance
TX-00520,ACC-011,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0520,AlpineBank Legacy Finance
TX-00521,ACC-012,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0521,AlpineBank Legacy Finance
TX-00522,ACC-013,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0522,AlpineBank Legacy Finance
TX-00523,ACC-014,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0523,AlpineBank Legacy Finance
TX-00524,ACC-015,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0524,AlpineBank Legacy Finance
TX-00525,ACC-016,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0525,AlpineBank Legacy Finance
TX-00526,ACC-017,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0526,AlpineBank Legacy Finance
TX-00527,ACC-001,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0527,AlpineBank Legacy Finance
TX-00528,ACC-002,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0528,AlpineBank Legacy Finance
TX-00529,ACC-003,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0529,AlpineBank Legacy Finance
TX-00530,ACC-004,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0530,AlpineBank Legacy Finance
TX-00531,ACC-005,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0531,AlpineBank Legacy Finance
TX-00532,ACC-006,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0532,AlpineBank Legacy Finance
TX-00533,ACC-007,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0533,AlpineBank Legacy Finance
TX-00534,ACC-008,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0534,AlpineBank Legacy Finance
TX-00535,ACC-009,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0535,AlpineBank Legacy Finance
TX-00536,ACC-010,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0536,AlpineBank Legacy Finance
TX-00537,ACC-011,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0537,AlpineBank Legacy Finance
TX-00538,ACC-012,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0538,AlpineBank Legacy Finance
TX-00539,ACC-013,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0539,AlpineBank Legacy Finance
TX-00540,ACC-014,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0540,AlpineBank Legacy Finance
TX-00541,ACC-015,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0541,AlpineBank Legacy Finance
TX-00542,ACC-016,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0542,AlpineBank Legacy Finance
TX-00543,ACC-017,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0543,AlpineBank Legacy Finance
TX-00544,ACC-001,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0544,AlpineBank Legacy Finance
TX-00545,ACC-002,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0545,AlpineBank Legacy Finance
TX-00546,ACC-003,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0546,AlpineBank Legacy Finance
TX-00547,ACC-004,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0547,AlpineBank Legacy Finance
TX-00548,ACC-005,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0548,AlpineBank Legacy Finance
TX-00549,ACC-006,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0549,AlpineBank Legacy Finance
TX-00550,ACC-007,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0550,AlpineBank Legacy Finance
TX-00551,ACC-008,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0551,AlpineBank Legacy Finance
TX-00552,ACC-009,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0552,AlpineBank Legacy Finance
TX-00553,ACC-010,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0553,AlpineBank Legacy Finance
TX-00554,ACC-011,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0554,AlpineBank Legacy Finance
TX-00555,ACC-012,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0555,AlpineBank Legacy Finance
TX-00556,ACC-013,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0556,AlpineBank Legacy Finance
TX-00557,ACC-014,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0557,AlpineBank Legacy Finance
TX-00558,ACC-015,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0558,AlpineBank Legacy Finance
TX-00559,ACC-016,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0559,AlpineBank Legacy Finance
TX-00560,ACC-017,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0560,AlpineBank Legacy Finance
TX-00561,ACC-001,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0561,AlpineBank Legacy Finance
TX-00562,ACC-002,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0562,AlpineBank Legacy Finance
TX-00563,ACC-003,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0563,AlpineBank Legacy Finance
TX-00564,ACC-004,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0564,AlpineBank Legacy Finance
TX-00565,ACC-005,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0565,AlpineBank Legacy Finance
TX-00566,ACC-006,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0566,AlpineBank Legacy Finance
TX-00567,ACC-007,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0567,AlpineBank Legacy Finance
TX-00568,ACC-008,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0568,AlpineBank Legacy Finance
TX-00569,ACC-009,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0569,AlpineBank Legacy Finance
TX-00570,ACC-010,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0570,AlpineBank Legacy Finance
TX-00571,ACC-011,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0571,AlpineBank Legacy Finance
TX-00572,ACC-012,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0572,AlpineBank Legacy Finance
TX-00573,ACC-013,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0573,AlpineBank Legacy Finance
TX-00574,ACC-014,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0574,AlpineBank Legacy Finance
TX-00575,ACC-015,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0575,AlpineBank Legacy Finance
TX-00576,ACC-016,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0576,AlpineBank Legacy Finance
TX-00577,ACC-017,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0577,AlpineBank Legacy Finance
TX-00578,ACC-001,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0578,AlpineBank Legacy Finance
TX-00579,ACC-002,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0579,AlpineBank Legacy Finance
TX-00580,ACC-003,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0580,AlpineBank Legacy Finance
TX-00581,ACC-004,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0581,AlpineBank Legacy Finance
TX-00582,ACC-005,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0582,AlpineBank Legacy Finance
TX-00583,ACC-006,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0583,AlpineBank Legacy Finance
TX-00584,ACC-007,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0584,AlpineBank Legacy Finance
TX-00585,ACC-008,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0585,AlpineBank Legacy Finance
TX-00586,ACC-009,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0586,AlpineBank Legacy Finance
TX-00587,ACC-010,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0587,AlpineBank Legacy Finance
TX-00588,ACC-011,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0588,AlpineBank Legacy Finance
TX-00589,ACC-012,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0589,AlpineBank Legacy Finance
TX-00590,ACC-013,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0590,AlpineBank Legacy Finance
TX-00591,ACC-014,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0591,AlpineBank Legacy Finance
TX-00592,ACC-015,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0592,AlpineBank Legacy Finance
TX-00593,ACC-016,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0593,AlpineBank Legacy Finance
TX-00594,ACC-017,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0594,AlpineBank Legacy Finance
TX-00595,ACC-001,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0595,AlpineBank Legacy Finance
TX-00596,ACC-002,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0596,AlpineBank Legacy Finance
TX-00597,ACC-003,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0597,AlpineBank Legacy Finance
TX-00598,ACC-004,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0598,AlpineBank Legacy Finance
TX-00599,ACC-005,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0599,AlpineBank Legacy Finance
TX-00600,ACC-006,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0600,AlpineBank Legacy Finance
TX-00601,ACC-007,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0601,AlpineBank Legacy Finance
TX-00602,ACC-008,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0602,AlpineBank Legacy Finance
TX-00603,ACC-009,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0603,AlpineBank Legacy Finance
TX-00604,ACC-010,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0604,AlpineBank Legacy Finance
TX-00605,ACC-011,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0605,AlpineBank Legacy Finance
TX-00606,ACC-012,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0606,AlpineBank Legacy Finance
TX-00607,ACC-013,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0607,AlpineBank Legacy Finance
TX-00608,ACC-014,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0608,AlpineBank Legacy Finance
TX-00609,ACC-015,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0609,AlpineBank Legacy Finance
TX-00610,ACC-016,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0610,AlpineBank Legacy Finance
TX-00611,ACC-017,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0611,AlpineBank Legacy Finance
TX-00612,ACC-001,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0612,AlpineBank Legacy Finance
TX-00613,ACC-002,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0613,AlpineBank Legacy Finance
TX-00614,ACC-003,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0614,AlpineBank Legacy Finance
TX-00615,ACC-004,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0615,AlpineBank Legacy Finance
TX-00616,ACC-005,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0616,AlpineBank Legacy Finance
TX-00617,ACC-006,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0617,AlpineBank Legacy Finance
TX-00618,ACC-007,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0618,AlpineBank Legacy Finance
TX-00619,ACC-008,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0619,AlpineBank Legacy Finance
TX-00620,ACC-009,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0620,AlpineBank Legacy Finance
TX-00621,ACC-010,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0621,AlpineBank Legacy Finance
TX-00622,ACC-011,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0622,AlpineBank Legacy Finance
TX-00623,ACC-012,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0623,AlpineBank Legacy Finance
TX-00624,ACC-013,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0624,AlpineBank Legacy Finance
TX-00625,ACC-014,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0625,AlpineBank Legacy Finance
TX-00626,ACC-015,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0626,AlpineBank Legacy Finance
TX-00627,ACC-016,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0627,AlpineBank Legacy Finance
TX-00628,ACC-017,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0628,AlpineBank Legacy Finance
TX-00629,ACC-001,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0629,AlpineBank Legacy Finance
TX-00630,ACC-002,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0630,AlpineBank Legacy Finance
TX-00631,ACC-003,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0631,AlpineBank Legacy Finance
TX-00632,ACC-004,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0632,AlpineBank Legacy Finance
TX-00633,ACC-005,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0633,AlpineBank Legacy Finance
TX-00634,ACC-006,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0634,AlpineBank Legacy Finance
TX-00635,ACC-007,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0635,AlpineBank Legacy Finance
TX-00636,ACC-008,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0636,AlpineBank Legacy Finance
TX-00637,ACC-009,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0637,AlpineBank Legacy Finance
TX-00638,ACC-010,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0638,AlpineBank Legacy Finance
TX-00639,ACC-011,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0639,AlpineBank Legacy Finance
TX-00640,ACC-012,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0640,AlpineBank Legacy Finance
TX-00641,ACC-013,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0641,AlpineBank Legacy Finance
TX-00642,ACC-014,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0642,AlpineBank Legacy Finance
TX-00643,ACC-015,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0643,AlpineBank Legacy Finance
TX-00644,ACC-016,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0644,AlpineBank Legacy Finance
TX-00645,ACC-017,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0645,AlpineBank Legacy Finance
TX-00646,ACC-001,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0646,AlpineBank Legacy Finance
TX-00647,ACC-002,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0647,AlpineBank Legacy Finance
TX-00648,ACC-003,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0648,AlpineBank Legacy Finance
TX-00649,ACC-004,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0649,AlpineBank Legacy Finance
TX-00650,ACC-005,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0650,AlpineBank Legacy Finance
TX-00651,ACC-006,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0651,AlpineBank Legacy Finance
TX-00652,ACC-007,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0652,AlpineBank Legacy Finance
TX-00653,ACC-008,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0653,AlpineBank Legacy Finance
TX-00654,ACC-009,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0654,AlpineBank Legacy Finance
TX-00655,ACC-010,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0655,AlpineBank Legacy Finance
TX-00656,ACC-011,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0656,AlpineBank Legacy Finance
TX-00657,ACC-012,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0657,AlpineBank Legacy Finance
TX-00658,ACC-013,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0658,AlpineBank Legacy Finance
TX-00659,ACC-014,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0659,AlpineBank Legacy Finance
TX-00660,ACC-015,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0660,AlpineBank Legacy Finance
TX-00661,ACC-016,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0661,AlpineBank Legacy Finance
TX-00662,ACC-017,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0662,AlpineBank Legacy Finance
TX-00663,ACC-001,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0663,AlpineBank Legacy Finance
TX-00664,ACC-002,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0664,AlpineBank Legacy Finance
TX-00665,ACC-003,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0665,AlpineBank Legacy Finance
TX-00666,ACC-004,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0666,AlpineBank Legacy Finance
TX-00667,ACC-005,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0667,AlpineBank Legacy Finance
TX-00668,ACC-006,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0668,AlpineBank Legacy Finance
TX-00669,ACC-007,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0669,AlpineBank Legacy Finance
TX-00670,ACC-008,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0670,AlpineBank Legacy Finance
TX-00671,ACC-009,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0671,AlpineBank Legacy Finance
TX-00672,ACC-010,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0672,AlpineBank Legacy Finance
TX-00673,ACC-011,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0673,AlpineBank Legacy Finance
TX-00674,ACC-012,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0674,AlpineBank Legacy Finance
TX-00675,ACC-013,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0675,AlpineBank Legacy Finance
TX-00676,ACC-014,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0676,AlpineBank Legacy Finance
TX-00677,ACC-015,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0677,AlpineBank Legacy Finance
TX-00678,ACC-016,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0678,AlpineBank Legacy Finance
TX-00679,ACC-017,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0679,AlpineBank Legacy Finance
TX-00680,ACC-001,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0680,AlpineBank Legacy Finance
TX-00681,ACC-002,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0681,AlpineBank Legacy Finance
TX-00682,ACC-003,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0682,AlpineBank Legacy Finance
TX-00683,ACC-004,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0683,AlpineBank Legacy Finance
TX-00684,ACC-005,2026-09-05,150.00,EUR,DEBIT,Synthetic Counterparty 0684,AlpineBank Legacy Finance
